year,seat,candidate,party,candidatevotes
2020,CA03,TAMIKA HAMILTON,REPUBLICAN,145945
2020,CA04,BRYNNE S KENNEDY,DEMOCRAT,194731
2020,CA04,TOM MCCLINTOCK,REPUBLICAN,247291
2020,CA05,MIKE THOMPSON,DEMOCRAT,271233
2020,CA05,SCOTT GIBLIN,REPUBLICAN,85227
2020,CA06,CHRIS BISH,REPUBLICAN,83466
2020,CA06,DORIS O MATSUI,DEMOCRAT,229648
2020,CA07,AMI BERA,DEMOCRAT,217416
2020,CA07,BUZZ PATTERSON,REPUBLICAN,166549
2020,CA08,CHRISTINE BUBSER,DEMOCRAT,124400
2020,CA08,JAY OBERNOLTE,REPUBLICAN,158711
2020,CA09,"ANTONIO C ""TONY"" AMADOR",REPUBLICAN,128358
2020,CA09,JERRY MCNERNEY,DEMOCRAT,174252
2020,CA10,JOSH HARDER,DEMOCRAT,166865
2020,CA10,TED HOWZE,REPUBLICAN,135629
2020,CA11,MARK DESAULNIER,DEMOCRAT,271063
2020,CA11,NISHA SHARMA,REPUBLICAN,100293
2020,CA12,NANCY PELOSI,DEMOCRAT,281776
2020,CA12,SHAHID BUTTAR,DEMOCRAT,81174
2020,CA13,BARBARA LEE,DEMOCRAT,327863
2020,CA13,NIKKA PITERMAN,REPUBLICAN,34955
2020,CA14,JACKIE SPEIER,DEMOCRAT,278300
2020,CA14,RAN S PETEL,REPUBLICAN,72705
2020,CA15,ALISON HAYDEN,REPUBLICAN,99710
2020,CA15,ERIC SWALWELL,DEMOCRAT,242991
2020,CA16,JIM COSTA,DEMOCRAT,128690
2020,CA16,KEVIN COOKINGHAM,REPUBLICAN,88039
2020,CA17,RITESH TANDON,REPUBLICAN,85199
2020,CA17,RO KHANNA,DEMOCRAT,212137
2020,CA18,ANNA G ESHOO,DEMOCRAT,217388
2020,CA18,RISHI KUMAR,DEMOCRAT,126751
2020,CA19,JUSTIN JAMES AGUILERA,REPUBLICAN,88642
2020,CA19,ZOE LOFGREN,DEMOCRAT,224385
2020,CA20,JEFF GORMAN,REPUBLICAN,71658
2020,CA20,JIMMY PANETTA,DEMOCRAT,236896
2020,CA21,DAVID G VALADAO,REPUBLICAN,85928
2020,CA21,TJ COX,DEMOCRAT,84406
2020,CA22,DEVIN NUNES,REPUBLICAN,170888
2020,CA22,PHIL ARBALLO,DEMOCRAT,144251
2020,CA23,KEVIN MCCARTHY,REPUBLICAN,190222
2020,CA23,KIM MANGONE,DEMOCRAT,115896
2020,CA24,ANDY CALDWELL,REPUBLICAN,149781
2020,CA24,SALUD O CARBAJAL,DEMOCRAT,212564
2020,CA25,CHRISTY SMITH,DEMOCRAT,169305
2020,CA25,MIKE GARCIA,REPUBLICAN,169638
2020,CA26,JULIA BROWNLEY,DEMOCRAT,208856
2020,CA26,RONDA BALDWIN-KENNEDY,REPUBLICAN,135877
2020,CA27,JOHNNY J NALBANDIAN,REPUBLICAN,95907
2020,CA27,JUDY CHU,DEMOCRAT,221411
2020,CA28,ADAM B SCHIFF,DEMOCRAT,244271
2020,CA28,ERIC EARLY,REPUBLICAN,91928
2020,CA29,ANGELICA MARIA DUENAS,DEMOCRAT,91524
2020,CA29,TONY CARDENAS,DEMOCRAT,119420
2020,CA30,BRAD SHERMAN,DEMOCRAT,240038
2020,CA30,MARK S REED,REPUBLICAN,105426
2020,CA31,AGNES GIBBONEY,REPUBLICAN,110735
2020,CA31,PETE AGUILAR,DEMOCRAT,175315
2020,CA32,GRACE F NAPOLITANO,DEMOCRAT,172942
2020,CA32,JOSHUA M SCOTT,REPUBLICAN,86818
2020,CA33,JAMES P BRADLEY,REPUBLICAN,123334
2020,CA33,TED LIEU,DEMOCRAT,257094
2020,CA34,DAVID KIM,DEMOCRAT,96554
2020,CA34,JIMMY GOMEZ,DEMOCRAT,108792
2020,CA35,MIKE CARGILE,REPUBLICAN,74941
2020,CA35,NORMA J TORRES,DEMOCRAT,169405
2020,CA36,ERIN CRUZ,REPUBLICAN,121698
2020,CA36,RAUL RUIZ,DEMOCRAT,185151
2020,CA37,ERROL WEBBER,REPUBLICAN,41705
2020,CA37,KAREN BASS,DEMOCRAT,254916
2020,CA38,LINDA T SANCHEZ,DEMOCRAT,190467
2020,CA38,MICHAEL TOLAR,DEMOCRAT,65739
2020,CA39,GILBERT RAY CISNEROS JR,DEMOCRAT,169837
2020,CA39,YOUNG KIM,REPUBLICAN,173946
2020,CA40,C ANTONIO DELGADO,REPUBLICAN,50809
2020,CA40,LUCILLE ROYBAL-ALLARD,DEMOCRAT,135572
2020,CA41,AJA SMITH,REPUBLICAN,94447
2020,CA41,MARK TAKANO,DEMOCRAT,168126
2020,CA42,KEN CALVERT,REPUBLICAN,210274
2020,CA42,"WILLIAM ""LIAM"" O'MARA",DEMOCRAT,157773
2020,CA43,JOE E COLLINS III,REPUBLICAN,78688
2020,CA43,MAXINE WATERS,DEMOCRAT,199210
2020,CA44,ANALILIA JOYA,DEMOCRAT,66375
2020,CA44,NANETTE DIAZ BARRAGAN,DEMOCRAT,139661
2020,CA45,GREG RATHS,REPUBLICAN,193096
2020,CA45,KATIE PORTER,DEMOCRAT,221843
2020,CA46,J LUIS CORREA,DEMOCRAT,157803
2020,CA46,JAMES S WATERS,REPUBLICAN,71716
2020,CA47,ALAN S LOWENTHAL,DEMOCRAT,197028
2020,CA47,JOHN BRISCOE,REPUBLICAN,114371
2020,CA48,HARLEY ROUDA,DEMOCRAT,193362
2020,CA48,MICHELLE STEEL,REPUBLICAN,201738
2020,CA49,BRIAN MARYOTT,REPUBLICAN,181157
2020,CA49,MIKE LEVIN,DEMOCRAT,205349
2020,CA50,AMMAR CAMPA-NAJJAR,DEMOCRAT,166869
2020,CA50,DARRELL ISSA,REPUBLICAN,195521
2020,CA51,JUAN M HIDALGO JR,REPUBLICAN,76841
2020,CA51,JUAN VARGAS,DEMOCRAT,165596
2020,CA52,JIM DEBELLO,REPUBLICAN,152350
2020,CA52,SCOTT H PETERS,DEMOCRAT,244145
2020,CA53,GEORGETTE GOMEZ,DEMOCRAT,135614
2020,CA53,SARA JACOBS,DEMOCRAT,199244
2020,CO01,DIANA DEGETTE,DEMOCRAT,331621
2020,CO01,JAN KOK,APPROVAL VOTING PARTY,1441
2020,CO01,KYLE FUREY,LIBERTARIAN,8749
2020,CO01,PAUL NOEL FIORINO,UNITY PARTY OF COLORADO,2524
2020,CO01,SHANE BOLLING,REPUBLICAN,105955
2020,CO02,CHARLIE WINN,REPUBLICAN,182547
2020,CO02,GARY SWING,UNITY PARTY OF COLORADO,2534
2020,CO02,JOE NEGUSE,DEMOCRAT,316925
2020,CO02,THOM ATKINSON,LIBERTARIAN,13657
2020,CO03,CRITTER MILTON,UNITY PARTY OF COLORADO,4265
2020,CO03,DIANE E MITSCH BUSH,DEMOCRAT,194122
2020,CO03,JOHN RYAN KEIL,LIBERTARIAN,10298
2020,CO03,LAUREN BOEBERT,REPUBLICAN,220634
2020,CO04,BRUCE GRIFFITH,LIBERTARIAN,11026
2020,CO04,IKE MCCORKLE,DEMOCRAT,173945
2020,CO04,KEN BUCK,REPUBLICAN,285606
2020,CO04,LAURA IRELAND,UNITY PARTY OF COLORADO,4530
2020,CO05,DOUG LAMBORN,REPUBLICAN,249013
2020,CO05,ED DUFFETT,LIBERTARIAN,14777
2020,CO05,JILLIAN FREELAND,DEMOCRAT,161600
2020,CO05,MARCUS ALLEN MURPHY,UNAFFILIATED,3708
2020,CO05,REBECCA KELTIE,UNITY PARTY OF COLORADO,3309
2020,CO06,JAIMIE LYNN KULIKOWSKI,UNITY PARTY OF COLORADO,3884
2020,CO06,JASON CROW,DEMOCRAT,250314
2020,CO06,NORM OLSEN,LIBERTARIAN,9083
2020,CO06,STEVE HOUSE,REPUBLICAN,175192
2020,CO07,"CHARLES ""CASPER"" STOCKHAM",REPUBLICAN,159301
2020,CO07,DAVID OLSZTA,UNITY PARTY OF COLORADO,2355
2020,CO07,ED PERLMUTTER,DEMOCRAT,250525
2020,CO07,KEN BILES,LIBERTARIAN,11510
2020,CT01,JOHN B LARSON,DEMOCRAT,213001
2020,CT01,JOHN B LARSON,WORKING FAMILIES,9667
2020,CT01,MARY FAY,REPUBLICAN,122111
2020,CT01,THOMAS E MCCORMICK,GREEN,4458
2020,CT02,CASSANDRA MARTINEAU,GREEN,4960
2020,CT02,DANIEL REALE,LIBERTARIAN,3903
2020,CT02,JOE COURTNEY,DEMOCRAT,207303
2020,CT02,JOE COURTNEY,WORKING FAMILIES,10816
2020,CT02,JOHN M TRACESKI,WRITE-IN,9
2020,CT02,JUSTIN ANDERSON,REPUBLICAN,140356
2020,CT03,JUSTIN C PAGLINO,GREEN,5240
2020,CT03,MARGARET STREICKER,INDEPENDENT,6030
2020,CT03,MARGARET STREICKER,REPUBLICAN,131568
2020,CT03,ROSA L DELAURO,DEMOCRAT,194259
2020,CT03,ROSA L DELAURO,WORKING FAMILIES,9006
2020,CT04,BRIAN MERLEN,INDEPENDENT,5647
2020,CT04,JAMES A HIMES,DEMOCRAT,224432
2020,CT04,JONATHAN RIDDLE,REPUBLICAN,130627
2020,CT04,YUSHENG PENG,WRITE-IN,10
2020,CT05,BRUCE W WALCZAK,INDEPENDENT,5052
2020,CT05,DAVID X SULLIVAN,REPUBLICAN,151988
2020,CT05,JAHANA HAYES,DEMOCRAT,183797
2020,CT05,JAHANA HAYES,WORKING FAMILIES,8687
2020,DE01,CATHERINE S PURCELL,INDEPENDENT PARTY OF DELAWARE,6682
2020,DE01,DAVID L ROGERS,LIBERTARIAN,3814
2020,DE01,LEE MURPHY,REPUBLICAN,196392
2020,DE01,LISA BLUNT ROCHESTER,DEMOCRAT,281382
2020,DC01,AMIR LOWERY,INDEPENDENT,5001
2020,DC01,BARBARA WASHINGTON FRANKLIN,INDEPENDENT,7628
2020,DC01,DAVID KRUCOFF,INDEPENDENT,5017
2020,DC01,ELEANOR HOLMES NORTON,DEMOCRAT,281831
2020,DC01,JOHN CHEEKS,INDEPENDENT,2914
2020,DC01,MICHAEL F Q SAN NICOLAS,DEMOCRAT,10467
2020,DC01,NATALE LINO STRACUZZI,D.C. STATEHOOD GREEN,5553
2020,DC01,OMARI MUSA,SOCIALIST WORKERS,6702
2020,DC01,OVERVOTES,,5
2020,DC01,PATRICK HYNES,LIBERTARIAN,9678
2020,DC01,ROBERT A UNDERWOOD,DEMOCRAT,7090
2020,DC01,UNDERVOTES,,28
2020,DC01,WRITEIN,,2263
2020,FL01,ALBERT ORAM,NO PARTY AFFILIATION,6038
2020,FL01,MATT GAETZ,REPUBLICAN,283352
2020,FL01,PHIL EHR,DEMOCRAT,149172
2020,FL02,KIM O'CONNOR,WRITE-IN,6662
2020,FL02,NEAL P DUNN,REPUBLICAN,305337
2020,FL03,ADAM CHRISTENSEN,DEMOCRAT,167326
2020,FL03,KAT CAMMACK,REPUBLICAN,223075
2020,FL04,DONNA DEEGAN,DEMOCRAT,196423
2020,FL04,GARY L KONIZ,WRITE-IN,20
2020,FL04,JOHN H RUTHERFORD,REPUBLICAN,308497
2020,FL05,AL LAWSON JR,DEMOCRAT,219463
2020,FL05,GARY ADLER,REPUBLICAN,117510
2020,FL06,ALAN GRAYSON,WRITE-IN,46
2020,FL06,CLINT CURTIS,DEMOCRAT,172305
2020,FL06,"JOHN G ""GERRY"" NOLAN",WRITE-IN,112
2020,FL06,MICHAEL WALTZ,REPUBLICAN,265393
2020,FL07,LEO VALENTIN,REPUBLICAN,175750
2020,FL07,STEPHANIE N MURPHY,DEMOCRAT,224946
2020,FL07,WILLIAM R GARLINGTON,NO PARTY AFFILIATION,5753
2020,FL08,BILL POSEY,REPUBLICAN,282093
2020,FL08,JIM KENNEDY,DEMOCRAT,177695
2020,FL09,CLAY HILL,WRITE-IN,25
2020,FL09,DARREN SOTO,DEMOCRAT,240724
2020,FL09,"WILLIAM P ""BILL"" OLSON",REPUBLICAN,188889
2020,FL10,SUFIYAH YASMINE,WRITE-IN,74
2020,FL10,VAL BUTLER DEMINGS,DEMOCRAT,239434
2020,FL10,VENNIA FRANCOIS,REPUBLICAN,136889
2020,FL11,DANA MARIE COTTRELL,DEMOCRAT,158094
2020,FL11,DANIEL WEBSTER,REPUBLICAN,316979
2020,FL12,GUS M BILIRAKIS,REPUBLICAN,284941
2020,FL12,KIMBERLY WALKER,DEMOCRAT,168194
2020,FL13,ANNA PAULINA LUNA,REPUBLICAN,190713
2020,FL13,CHARLIE CRIST,DEMOCRAT,215405
2020,FL13,JACOB CURNOW,WRITE-IN,7
2020,FL14,CHRISTINE Y QUINN,REPUBLICAN,147896
2020,FL14,KATHY CASTOR,DEMOCRAT,224240
2020,FL15,ALAN COHN,DEMOCRAT,174297
2020,FL15,SCOTT FRANKLIN,REPUBLICAN,216374
2020,FL16,MARGARET GOOD,DEMOCRAT,215683
2020,FL16,VERN BUCHANAN,REPUBLICAN,269001
2020,FL17,ALLEN ELLISON,DEMOCRAT,140487
2020,FL17,"THEODORE ""PINK TIE"" MURRAY",NO PARTY AFFILIATION,5396
2020,FL17,W GREGORY STEUBE,REPUBLICAN,266514
2020,FL18,BRIAN J MAST,REPUBLICAN,253286
2020,FL18,K W MILLER,NO PARTY AFFILIATION,9760
2020,FL18,PAM KEITH,DEMOCRAT,186674
2020,FL19,BYRON DONALDS,REPUBLICAN,272440
2020,FL19,CINDY LYN BANYAI,DEMOCRAT,172146
2020,FL19,PATRICK POST,WRITE-IN,3
2020,FL20,ALCEE L HASTINGS,DEMOCRAT,253661
2020,FL20,GREG MUSSELWHITE,REPUBLICAN,68748
2020,FL21,CHARLESTON MALKEMUS,NO PARTY AFFILIATION,7544
2020,FL21,LAURA LOOMER,REPUBLICAN,157612
2020,FL21,LOIS FRANKEL,DEMOCRAT,237925
2020,FL21,PIOTR BLASS,WRITE-IN,4
2020,FL21,SYLVIA CARAVETTA,WRITE-IN,8
2020,FL22,"JAMES ""JIM"" PRUDEN",REPUBLICAN,166553
2020,FL22,THEODORE E DEUTCH,DEMOCRAT,235764
2020,FL23,CARLA SPALDING,REPUBLICAN,158874
2020,FL23,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,221239
2020,FL23,"DEMETRIUS ""DB"" FUGATE",WRITE-IN,37
2020,FL23,JEFF OLSON,WRITE-IN,46
2020,FL24,CHRISTINE ALEXANDRIA OLIVO,NO PARTY AFFILIATION,11703
2020,FL24,FREDERICA S WILSON,DEMOCRAT,218825
2020,FL24,HECTOR RIVERA,WRITE-IN,9
2020,FL24,HOWARD KNEPPER,WRITE-IN,17
2020,FL24,LAVERN SPICER,REPUBLICAN,59084
2020,FL25,MARIO DIAZ-BALART,REPUBLICAN,-1
2020,FL26,CARLOS GIMENEZ,REPUBLICAN,177223
2020,FL26,DEBBIE MUCARSEL-POWELL,DEMOCRAT,165407
2020,FL27,DONNA E SHALALA,DEMOCRAT,166758
2020,FL27,FRANK E POLO,WRITE-IN,76
2020,FL27,MARIA ELVIRA SALAZAR,REPUBLICAN,176141
2020,GA01,"EARL L ""BUDDY"" CARTER",REPUBLICAN,189457
2020,GA01,JOYCE MARIE GRIGGS,DEMOCRAT,135238
2020,GA02,DON COLE,REPUBLICAN,111620
2020,GA02,JAMELLE HILL,WRITE-IN,17
2020,GA02,SANFORD D BISHOP JR,DEMOCRAT,161397
2020,GA03,A DREW FERGUSON IV,REPUBLICAN,241526
2020,GA03,VAL ALMONORD,DEMOCRAT,129792
2020,GA04,"HENRY C ""HANK"" JOHNSON JR",DEMOCRAT,278906
2020,GA04,JOHSIE CRUZ EZAMMUDEEN,REPUBLICAN,69393
2020,GA05,ANGELA STANTON-KING,REPUBLICAN,52646
2020,GA05,NIKEMA WILLIAMS,DEMOCRAT,301857
2020,GA06,KAREN HANDEL,REPUBLICAN,180329
2020,GA06,LUCY MCBATH,DEMOCRAT,216775
2020,GA07,CAROLYN BOURDEAUX,DEMOCRAT,190900
2020,GA07,RICH MCCORMICK,REPUBLICAN,180564
2020,GA08,AUSTIN SCOTT,REPUBLICAN,198701
2020,GA08,JAMES L COOPER III,WRITE-IN,48
2020,GA08,LINDSAY HOLLIDAY,DEMOCRAT,109264
2020,GA09,ANDREW CLYDE,REPUBLICAN,292750
2020,GA09,DEVIN PANDY,DEMOCRAT,79797
2020,GA10,JODY B HICE,REPUBLICAN,235810
2020,GA10,TABITHA JOHNSON-GREEN,DEMOCRAT,142636
2020,GA11,BARRY LOUDERMILK,REPUBLICAN,245259
2020,GA11,DANA BARRETT,DEMOCRAT,160623
2020,GA12,LIZ JOHNSON,DEMOCRAT,129061
2020,GA12,RICK W ALLEN,REPUBLICAN,181038
2020,GA13,BECKY E HITES,REPUBLICAN,81476
2020,GA13,DAVID SCOTT,DEMOCRAT,279045
2020,GA13,MARTIN COWEN,WRITE-IN,61
2020,GA14,KEVIN VAN AUSDAL,DEMOCRAT,77798
2020,GA14,MARJORIE TAYLOR GREENE,REPUBLICAN,229827
2020,HI01,ED CASE,DEMOCRAT,183245
2020,HI01,OVERVOTES,,68
2020,HI01,RON CURTIS,REPUBLICAN,71188
2020,HI01,UNDERVOTES,,28907
2020,HI02,JOE AKANA,REPUBLICAN,84027
2020,HI02,"JOHN ""RAGHU"" GIUFFRE",AMERICAN SHOPPING PARTY,661
2020,HI02,JONATHAN HOOMANAWANUI,ALOHA AINA PARTY,6453
2020,HI02,"KAIALII ""KAI"" KAHELE",DEMOCRAT,171517
2020,HI02,MICHELLE ROSE TIPPENS,LIBERTARIAN,6785
2020,HI02,OVERVOTES,,209
2020,HI02,RON BURRUS,NONPARTISAN,2659
2020,HI02,UNDERVOTES,,24065
2020,ID01,JOE EVANS,LIBERTARIAN,16453
2020,ID01,PRO-LIFE,WRITE-IN,7
2020,ID01,RUDY SOTO,DEMOCRAT,131380
2020,ID01,RUSS FULCHER,REPUBLICAN,310736
2020,ID02,C AARON SWISHER,DEMOCRAT,124151
2020,ID02,IDAHO SIERRA LAW,LIBERTARIAN,7940
2020,ID02,MICHAEL K SIMPSON,REPUBLICAN,250669
2020,ID02,PRO-LIFE,CONSTITUTION,8573
2020,IL01,BOBBY L RUSH,DEMOCRAT,239943
2020,IL01,PHILANISE WHITE,REPUBLICAN,85027
2020,IL01,RUTH PELLEGRINI,WRITE-IN,153
2020,IL02,ROBIN L KELLY,DEMOCRAT,234896
2020,IL02,THERESA J RABORN,REPUBLICAN,63142
2020,IL03,MARIE NEWMAN,DEMOCRAT,172997
2020,IL03,MIKE FRICILONE,REPUBLICAN,133851
2020,IL04,"JESUS G ""CHUY"" GARCIA",DEMOCRAT,187219
2020,IL04,JESUS SOLORIO,REPUBLICAN,35518
2020,IL05,FRANK ROWDER,WRITE-IN,2
2020,IL05,MIKE QUIGLEY,DEMOCRAT,255661
2020,IL05,THOMAS J WILDA,GREEN,9408
2020,IL05,TOMMY HANSON,REPUBLICAN,96200
2020,IL06,BILL REDPATH,LIBERTARIAN,7079
2020,IL06,JEANNE IVES,REPUBLICAN,183891
2020,IL06,SEAN CASTEN,DEMOCRAT,213777
2020,IL07,CRAIG CAMERON,REPUBLICAN,41390
2020,IL07,DANNY K DAVIS,DEMOCRAT,249383
2020,IL07,TRACY JENNINGS,INDEPENDENT,19355
2020,IL08,PRESTON GABRIEL NELSON,LIBERTARIAN,68327
2020,IL08,RAJA KRISHNAMOORTHI,DEMOCRAT,186251
2020,IL09,JANICE D SCHAKOWSKY,DEMOCRAT,262045
2020,IL09,SARGIS SANGARI,REPUBLICAN,107125
2020,IL10,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,202402
2020,IL10,DAVID RYCH,WRITE-IN,12
2020,IL10,JOSEPH W KOPSICK,WRITE-IN,18
2020,IL10,VALERIE RAMIREZ MUKHERJEE,REPUBLICAN,114442
2020,IL11,BILL FOSTER,DEMOCRAT,194557
2020,IL11,JON HARLSON,WRITE-IN,13
2020,IL11,RICK LAIB,REPUBLICAN,112807
2020,IL12,MIKE BOST,REPUBLICAN,194839
2020,IL12,RAYMOND C LENZI,DEMOCRAT,127577
2020,IL13,BETSY DIRKSEN LONDRIGAN,DEMOCRAT,151648
2020,IL13,RODNEY DAVIS,REPUBLICAN,181373
2020,IL14,JIM OBERWEIS,REPUBLICAN,197835
2020,IL14,JOSEPH MONACK,WRITE-IN,8
2020,IL14,LAUREN UNDERWOOD,DEMOCRAT,203209
2020,IL15,ERIKA C WEAVER,DEMOCRAT,88559
2020,IL15,MARY MILLER,REPUBLICAN,244947
2020,IL16,ADAM KINZINGER,REPUBLICAN,218839
2020,IL16,BRADEN MCCULLOUGH,WRITE-IN,4
2020,IL16,DANI BRZOZOWSKI,DEMOCRAT,119313
2020,IL16,ROY JONES,WRITE-IN,3
2020,IL17,CHERI BUSTOS,DEMOCRAT,156011
2020,IL17,ESTHER JOY KING,REPUBLICAN,143863
2020,IL17,"GENERAL PARKER ""THE GENERAL""",WRITE-IN,21
2020,IL18,DARIN LAHOOD,REPUBLICAN,261840
2020,IL18,GEORGE PETRILLI,DEMOCRAT,110039
2020,IN01,FRANK J MRVAN,DEMOCRAT,185180
2020,IN01,MARK LEYVA,REPUBLICAN,132247
2020,IN01,MICHAEL STRAUSS,LIBERTARIAN,9521
2020,IN02,JACKIE WALORSKI,REPUBLICAN,183601
2020,IN02,"PATRICIA ""PAT"" HACKETT",DEMOCRAT,114967
2020,IN03,CHIP COLDIRON,DEMOCRAT,104762
2020,IN03,JIM BANKS,REPUBLICAN,220989
2020,IN04,JAMES R BAIRD,REPUBLICAN,225531
2020,IN04,JOE MACKEY,DEMOCRAT,112984
2020,IN05,CHRISTINA HALE,DEMOCRAT,191226
2020,IN05,KENNETH TUCKER,LIBERTARIAN,16788
2020,IN05,VICTORIA SPARTZ,REPUBLICAN,208212
2020,IN06,GREG PENCE,REPUBLICAN,225319
2020,IN06,JEANNINE LEE LAKE,DEMOCRAT,91103
2020,IN06,TOM FERKINHOFF,LIBERTARIAN,11791
2020,IN07,ANDRE CARSON,DEMOCRAT,176422
2020,IN07,SUSAN MARIE SMITH,REPUBLICAN,106146
2020,IN08,E THOMASINA MARSILI,DEMOCRAT,95691
2020,IN08,JAMES D RODENBERGER,LIBERTARIAN,10283
2020,IN08,LARRY BUCSHON,REPUBLICAN,214643
2020,IN09,ANDY RUFF,DEMOCRAT,122566
2020,IN09,TONYA L MILLIS,LIBERTARIAN,14415
2020,IN09,TREY HOLLINGSWORTH,REPUBLICAN,222057
2020,IA01,ABBY FINKENAUER,DEMOCRAT,201347
2020,IA01,ASHLEY HINSON,REPUBLICAN,212088
2020,IA01,OVERVOTES,,150
2020,IA01,UNDERVOTES,,9952
2020,IA01,WRITEIN,,434
2020,IA02,MARIANNETTE MILLER-MEEKS,REPUBLICAN,196964
2020,IA02,OVERVOTES,,175
2020,IA02,RITA R HART,DEMOCRAT,196958
2020,IA02,UNDERVOTES,,19189
2020,IA02,WRITEIN,,703
2020,IA03,BRYAN JACK HOLDER,LIBERTARIAN,15361
2020,IA03,CYNTHIA AXNE,DEMOCRAT,219205
2020,IA03,DAVID YOUNG,REPUBLICAN,212997
2020,IA03,OVERVOTES,,218
2020,IA03,UNDERVOTES,,12648
2020,IA03,WRITEIN,,384
2020,IA04,J D SCHOLTEN,DEMOCRAT,144761
2020,IA04,OVERVOTES,,125
2020,IA04,RANDY FEENSTRA,REPUBLICAN,237369
2020,IA04,UNDERVOTES,,18348
2020,IA04,WRITEIN,,892
2020,KS01,KALI BARNETT,DEMOCRAT,84393
2020,KS01,TRACEY MANN,REPUBLICAN,208229
2020,KS02,JAKE LATURNER,REPUBLICAN,185464
2020,KS02,MICHELLE DE LA ISLA,DEMOCRAT,136650
2020,KS02,ROBERT GARRARD,LIBERTARIAN,14201
2020,KS03,AMANDA L ADKINS,REPUBLICAN,178773
2020,KS03,SHARICE DAVIDS,DEMOCRAT,220049
2020,KS03,STEVEN A HOHE,LIBERTARIAN,11596
2020,KS04,LAURA LOMBARD,DEMOCRAT,116166
2020,KS04,RON ESTES,REPUBLICAN,203432
2020,KY01,JAMES COMER,REPUBLICAN,246329
2020,KY01,JAMES RHODES,DEMOCRAT,82141
2020,KY02,BRETT GUTHRIE,REPUBLICAN,255735
2020,KY02,HANK LINDERMAN,DEMOCRAT,94643
2020,KY02,LEWIS CARTER,POPULIST PARTY,2431
2020,KY02,POET J TRIBBLE,WRITE-IN,2
2020,KY02,ROBERT LEE PERRY,LIBERTARIAN,7588
2020,KY03,JOHN A YARMUTH,DEMOCRAT,230672
2020,KY03,RHONDA PALAZZO,REPUBLICAN,137425
2020,KY04,ALEXANDRA OWENSBY,DEMOCRAT,125896
2020,KY04,THOMAS MASSIE,REPUBLICAN,256613
2020,KY05,HAROLD ROGERS,REPUBLICAN,250914
2020,KY05,MATTHEW RYAN BEST,DEMOCRAT,47056
2020,KY06,ANDY BARR,REPUBLICAN,216948
2020,KY06,FRANK HARRIS,LIBERTARIAN,6491
2020,KY06,JOSH HICKS,DEMOCRAT,155011
2020,LA01,HOWARD KEARNEY,LIBERTARIAN,9309
2020,LA01,LEE ANN DUGAS,DEMOCRAT,94730
2020,LA01,STEVE SCALISE,REPUBLICAN,270330
2020,LA02,"BELDEN ""NOONIE MAN"" BATISTE",INDEPENDENT,12268
2020,LA02,CEDRIC L RICHMOND,DEMOCRAT,201636
2020,LA02,COLBY JAMES,INDEPENDENT,6254
2020,LA02,DAVID M SCHILLING,REPUBLICAN,47575
2020,LA02,GLENN ADRAIN HARRIS,DEMOCRAT,33684
2020,LA02,SHELDON C VINCENT SR,REPUBLICAN,15565
2020,LA03,"""ROB"" ANDERSON",DEMOCRAT,39423
2020,LA03,BRANDON LELEUX,LIBERTARIAN,9365
2020,LA03,BRAYLON HARRIS,DEMOCRAT,60852
2020,LA03,CLAY HIGGINS,REPUBLICAN,230480
2020,LA04,BEN GIBSON,REPUBLICAN,19343
2020,LA04,KENNY HOUSTON,DEMOCRAT,78157
2020,LA04,MIKE JOHNSON,REPUBLICAN,185265
2020,LA04,RYAN TRUNDLE,DEMOCRAT,23813
2020,LA05,"""MATT"" HASTY",REPUBLICAN,9834
2020,LA05,"""SCOTTY"" ROBINSON",REPUBLICAN,23887
2020,LA05,ALLEN GUILLORY SR,REPUBLICAN,22496
2020,LA05,JESSE P LAGARDE,DEMOCRAT,7136
2020,LA05,LANCE HARRIS,REPUBLICAN,130124
2020,LA05,LUKE J LETLOW,REPUBLICAN,149183
2020,LA05,MARTIN LEMELLE JR,DEMOCRAT,32186
2020,LA05,PHILLIP SNOWDEN,DEMOCRAT,9432
2020,LA05,"SANDRA ""CANDY"" CHRISTOPHE",DEMOCRAT,50812
2020,LA06,"DARTANYON ""DAW"" WILLIAMS",DEMOCRAT,95541
2020,LA06,GARRET GRAVES,REPUBLICAN,265706
2020,LA06,"RICHARD ""RPT"" TORREGANO",NO PARTY,3017
2020,LA06,SHANNON SLOAN,LIBERTARIAN,9732
